source,headline,sentence
AJ_PAL,‘We will not accept the rule of Hamas in Gaza at any stage’: Israel,"We will not accept the rule of Hamas in Gaza at any stage in any process aimed at ending the war.”
Pressure is mounting on Israel’s government after Biden announced the proposal on Friday, saying it was an “Israeli” truce deal andurging Hamas to accept it.The group that has governed the Gaza Strip since 2007 reacted “positively” to the US president’s statements."
AJ_PAL,"One dead in stabbing attack in Israel’s Haifa, assailant killed","“Remember that you also had members of the far-right government … who were calling to arm more Israeli settlers and citizens as a result of the rising number of attacks.”



Images posted on social media showed several emergency personnel tending to the injured, who were seen lying on the ground, as several ambulances were parked nearby."
AJ_PAL,Palestinian children face starvation under Israel’s total Gaza blockade,"“These are not available in the Gaza Strip, particularly in the north.”
More than 52,400 Palestinians have been killed since Israel’s war on Gaza began in October 2023, according to figures from the Gaza Health Ministry."
AJ_PAL,Netanyahu says Israel will control ‘all of Gaza’ after latest offensive,"“I will sue you for defamation because of the lies you spread about me, and we will defeat you in the elections very soon and send you to the pages of history.”
Netanyahu had slammed Golan on Tuesday after the opposition leader had said, “A sane country … does not kill babies as a hobby.” Netanyahu called the comment “appalling”."
AJ_PAL,UN says Israel agrees to pauses in Gaza fighting for polio vaccinations,"“It will happen and should happen because we have an agreement.”
Humanitarian and medical groups said Israel’s nearly 11-month assault on Gaza has displaced almost the entire population and createdunsanitary conditionsthat have allowed the proliferation of diseases."
AJ_PAL,Israeli air strike kills 10 family members of Hamas chief Haniyeh in Gaza,Haniyeh at the time said that about 60 members of his family had been killed since Israel’s war on Gaza broke out onOctober 7last year.
AJ_PAL,Israel informed US ahead of new Gaza strikes,Israeli Prime Minister Benjamin Netanyahu has said he ordered the strikes because of alack of progressin talks to extend the ceasefire.
AJ_PAL,Malaysia PM Anwar slams Meta after Facebook removes post on Hamas’s Haniyeh,"“Let this serve as a clear and unequivocal message to Meta: cease this display of cowardice and stop acting as instruments of the oppressive Zionist Israeli regime,” Anwar was quoted as saying by state news agency Bernama on Thursday."
AJ_PAL,At least six killed in Israeli attacks on occupied West Bank’s Tubas,"The military raids, mostly concentrated on the Tulkarem and Jenin refugee camps, constitute Israel’s largest assault on the occupied territory since the second Intifada in the early 2000s."
AJ_PAL,‘No mercy’: Israel keeps blocking aid amid systematic destruction of Gaza,"Israel has maintained aneight-week blockadeon food, medicine and aid entering Gaza, while continuing aerial attacks on homes and tent shelters – deepening what the United Nations describes as the war’s “worst humanitarian crisis”."
AJ_PAL,Bethlehem marks melancholic Christmas for second year in shadow of Gaza war,"Ibrahim said the town’s residents were “deeply pained” to see thePalestinians in Gazafacing continued bombardment, which has killed more than 45,000 people since October last year."
AJ_PAL,"Israeli attacks on Gaza kill dozens, including several in Gaza City shelter","Since Israel’s assault resumed, ending a two-month fragile ceasefire earlier this year, at least 1,928 Palestinians have been killed, pushing the total death toll above 51,300, according to Gaza’s Health Ministry."
AJ_PAL,Lebanese Australians reminded of past wars as Israel attacks Lebanon again,"We have somewhere to go, but others don’t, and so we’re very thankful.”
While the Lebanese Australian community is diverse – with about 40 percent identifying as Muslim and 48 percent as Christian – there has been a reported rise in Islamophobic incidents since the Hamas attack against Israel on October 7, 2023."
AJ_PAL,Blinken says some Hamas changes to Gaza ceasefire proposal ‘not workable’,"“Instead, Hamas waited nearly two weeks and then proposed more changes, a number of which go beyond positions that it had previously taken and accepted.”
Hamas official Taher Al-Nunu accused Blinken of bias, saying that the top US diplomat has been acting like he is Israel’s foreign minister since the start of the war."
AJ_PAL,Israel’s new tactics in north Gaza stoke fears of ethnic cleansing campaign,"They reject the Israeli army’s claims that its push, which began in early October, is simply aimed at closing in on Hamas fighters in the area, since tens of thousands of civilians remain there."
AJ_PAL,"‘Massacres’: Women, children killed as Israel bombs Gaza’s ‘safe zone’",Medical sources told Al Jazeera that at least 49 Palestinians had been killed by Israeli attacks since the early hours of Tuesday morning.
AJ_PAL,Israeli forces kill three Palestinians in raid on West Bank’s Jenin,"The West Bank has experienced a surge in violence for more than a year, but especially since Israel launched its latest deadly assault on the besieged Gaza Strip on October 7."
AJ_PAL,El-Sisi and Biden agree to send aid to Gaza via Karem Abu Salem crossing,"Earlier on Friday, the UN Office for the Coordination of Humanitarian Affairs (OCHA) warned that access to the Gaza Strip is extremely limited with fewer than 1,000 truckloads of humanitarian assistance entering the enclave since May 7, the day Israel’s Rafah offensive began."
AJ_PAL,Turkey submits ICJ bid to join South Africa’s genocide case against Israel,The Turkish intervention in the genocide case comes amid an intensifyingwar of wordsbetween Israel and Turkey over Israeli atrocities in Gaza.
AJ_PAL,‘Reject AIPAC’: US progressives join forces against pro-Israel lobby group,"“What we have on our side, though, is that what we are representing is what most American voters actually want.”

But with Congress backing Israel on a bipartisan basis as US-supplied bombs continue to drop on Gaza amid hunger in the territory because ofthe Israeli blockade, some Palestinian rights advocates are growing disillusioned with the entire political system."
AJ_PAL,Al Jazeera cameraman in a coma after being shot by Israeli forces,"Al Jazeera cameraman injured by Israeli gunfire
Al Jazeera cameraman Fadi al-Wahidi, who was hit by anIsraeli sniper in the Gaza Stripthis month, is in a coma and has not yet been allowed by Israel to leave the enclave for urgent medical treatment."
AJ_PAL,Gaza ‘mass grave’ for Palestinians and those helping them: MSF,"Thousands of people have since beenkilled, with many more displaced."
AJ_PAL,‘We won’t stop’: How Columbia’s students etched a new Gaza protest legacy,"But officers turned away from them upon arrival, and instead turned towards us – onlookers and press."
AJ_PAL,Israel-Hamas ceasefire: What’s left of Gaza and its people?,There has been a six percent reduction from that population since the war began.
AJ_PAL,US Election 2024,"However, Harris will complete what her successor started and adopt the same position as her party, and thus we will remain in a long-term war without a resolution."
AJ_PAL,Israeli far-right politicians protest arrest of soldiers suspected of abuse,"More than 9,000 Palestinian have been detained since Israel launched its war on Gaza."
AJ_PAL,What is the THAAD antimissile system that the US is sending Israel?,"This is because the THAAD covers a wide area and one battery is enough for Israel’s size, especially given the assumption that the missiles will hit Israel from Iran only, he explained."
